,% Change,52 Week Range,Change,Circulating Supply,Day Chart,Market Cap,Name,Price (Intraday),Sscore,Symbol,Total Volume All Currencies (24Hr),Unnamed: 0,Volume in Currency (24Hr),Volume in Currency (Since 0:00 UTC),cagr,currency,marketCap,period,price,returns,sharp_ratio,std,volitility
5231,+0.37%,,0.001145,0,,0,Gold Cash USD,0.311305,0.0,GOLD6024-USD,2592,214,2592,2592,32.02420435715261,USD,0.0,0.4438356164383562,1.1982630491256714,2.4145333452358337,0.0447671295240009,0.21402939233744545,53.93540686903625
5232,-0.60%,,-2e-05,0,,0,METANOA USD,0.003266,-0.0,NOA-USD,39526,215,39526,39526,-0.8647276805152985,USD,0.0,2.287671232876712,0.0003577947209123522,-1.38114320120662,-0.0536331126315859,0.10218923944547309,25.751688340259218
5233,-0.20%,,-2e-05,0,,0,LINKS Token USD,0.009566,-0.0,LINKS-USD,916,216,916,916,-0.4620101993040091,USD,0.0,1.5232876712328767,0.007327000144869089,-0.4279965768689801,-0.03837139174308784,0.044262119183242604,11.154054034177136
5234,-0.54%,,-0.012,0,,0,United Bitcoin USD,2.2053,-0.0,UBTC-USD,2,217,2,2,-0.5903637423006574,USD,0.0,5.712328767123288,2.644239664077759,-0.6161819006273305,-0.01030033738369783,0.23738700794408926,59.82152600191049
5235,-1.26%,,-3e-08,0,,0,Dogewhale USD,2.55e-06,-0.0,DOGEWHALE-USD,12,218,12,12,-0.8180954653196726,USD,0.0,1.6794520547945206,5.142629220244999e-07,-1.1766489386022212,-0.030233861145661216,0.15443749633414436,38.918249076204376
5236,-2.30%,,-2.8e-05,0,,0,Neoxa USD,0.001206,0.0,NEOX-USD,177452,219,177452,177452,0.20026476392287162,USD,0.0,1.0904109589041096,0.002254999941214919,0.126029113980924,0.004244504121507706,0.11782660997692364,29.692305714184755
5237,-0.91%,,-0.0,0,,0,Hachiko Inu USD,1e-08,,INU-USD,559,220,559,559,inf,USD,0.0,2.117808219178082,3.022287531351253e-09,inf,,,
5238,+0.55%,,0.0,0,,0,Vconomics - Decentralized Digital Economy USD,6e-05,-0.0,MICS-USD,6,221,6,6,-0.98194952359215,USD,0.0,1.358904109589041,3.7999998312443495e-05,-2.771712237240395,-0.13062308748400536,0.08420301721649381,21.219160338556442
5239,-40.49%,,-1e-08,0,,0,Guacamole USD,1e-08,,GUAC-USD,1.281M,222,1.281M,1.281M,inf,USD,0.0,0.33424657534246577,5.460399687962081e-09,inf,,,
5240,+3.36%,,0.89,0,,0,Maia USD,27.48,-0.0,MAIA-USD,321458,223,321458,321458,-0.6937102583893958,USD,0.0,1.3972602739726028,10.752147674560547,-0.8998367836441996,-0.024061288904519168,0.1484035581654282,37.3976966576879
5241,-0.71%,,-1.1e-05,0,,0,SnakeCity USD,0.001555,-0.0,SNCT-USD,52,224,52,52,-0.9135559525378792,USD,0.0,1.2602739726027397,0.000891585776116699,-1.6903041012924265,-0.13892482065328998,0.04828191194321892,12.167041809691169
5242,+1.68%,,2e-06,0,,0,TokenSwap USD,0.000122,-0.0,TP-USD,21557,225,21557,21557,-0.8950133098573462,USD,0.0,1.4657534246575343,0.00010800000018207356,-1.5561322404005555,-0.05743130913121519,0.10752197767229936,27.095538373419437
5243,-1.09%,,-0.0,0,,0,Magic Beasties USD,1.3e-07,,BSTS-USD,202,226,202,202,-0.7267835060148133,USD,0.0,1.9917808219178081,7.544757352206943e-08,,,,
5244,+1.46%,,0.0,0,,0,MiniDOGE USD,0.0,,MINIDOGE-USD,16,227,16,16,inf,USD,0.0,2.1561643835616437,3.5611130710933026e-10,inf,,,
5245,+1.08%,,5e-06,0,,0,Cheesus USD,0.000456,-0.0,CHEESUS-USD,200,228,200,200,-0.982950647111927,USD,0.0,1.3534246575342466,0.00010800000018207356,-2.811106968486026,-0.1823515753696263,0.061174060932950615,15.415863355103555
5246,-4.93%,,-2.8e-05,0,,0,Devikins USD,0.000533,-0.0,DVK-USD,10103,229,10103,10103,-0.8698043221030374,USD,0.0,1.3972602739726028,0.00033839387469924986,-1.435703430953147,-0.09333227894010852,0.06104250214196085,15.382710539774134
5247,-34.22%,,-0.0,0,,0,CluCoin USD,0.0,,CLU-USD,597,230,597,597,inf,USD,0.0,2.2904109589041095,1.5858941937452187e-10,inf,,,
5248,-0.56%,,-2e-05,0,,0,Chains USD,0.003449,-0.0,CHA-USD,103216,231,103216,103216,-0.9977152702489593,USD,0.0,0.6684931506849315,0.00033000000985339284,-4.198739447102709,-0.14901865598012912,0.1118092520902319,28.175931526738438
5249,+0.02%,,0.0,0,,0,Blockmason Link USD,0.0002,-0.0,BLINK-USD,14,232,14,14,-0.5458573557338886,USD,0.0,3.8794520547945206,7.200000254670158e-05,-0.5449717036696835,-0.008427020470168484,0.2566252370370841,64.6695597333452
5250,-10.13%,,-0.005663,0,,0,The Kingdom Coin USD,0.050222,-0.0,TKC-USD,13783,233,13783,13783,-0.9964592001816618,USD,0.0,0.3424657534246575,0.015436573885381222,-3.8962670281456018,-0.13248993092265568,0.11669850673287652,29.408023696684882
5251,+1.12%,,0.0,0,,0,DogeFather USD,0.0,,FATHER-USD,22,234,22,22,inf,USD,0.0,1.5452054794520549,1.4582128560203245e-10,inf,,,
5252,-0.01%,,-0.0,0,,0,Xstudio USD,0.002029,-0.0,TXS22946-USD,9864,235,9864,9864,-0.9928024189150686,USD,0.0,0.7287671232876712,0.00055871088989079,-3.4064947616385894,-0.12017776726369535,0.11248200614384611,28.34546554824922
5253,-6.04%,,-3e-08,0,,0,Griffin Art Ecosystem USD,3.9e-07,,GART-USD,6421,236,6421,6421,-0.977078085787333,USD,0.0,1.9808219178082191,2.033534407530624e-08,,,,
5254,-17.29%,,-0.008064,0,,0,Black Box USD,0.038586,-0.0,BBTT-USD,7148,237,7148,7148,-0.999936201060146,USD,0.0,0.38904109589041097,0.0021879998967051506,-6.669213819408742,-0.2621164885630506,0.10096707135475345,25.443701981397872
5255,+42.18%,,0.003692,0,,0,Mouse Haunt Token USD,0.012443,,MHT-USD,11,238,11,11,396.46217488022774,USD,0.0,1.5561643835616439,0.011090000160038471,,,,
5256,-1.93%,,-1e-06,0,,0,GSENetwork USD,2.7e-05,-0.0,GSE-USD,7925,239,7925,7925,-0.6931814764636911,USD,0.0,5.073972602739726,2.131430483132135e-05,-0.8157197434276297,-0.031779587031950524,0.10185730562154273,25.668041016628766
5257,+0.03%,,0.0,0,,0,Magic Elpis Gem USD,0.000731,-0.0,MEG19231-USD,2,240,2,2,-0.9298300976947962,USD,0.0,1.4246575342465753,0.0006272814352996647,-1.834308553694161,-0.1583811559718067,0.045958764175801206,11.581608572301905
5258,+1.01%,,3e-08,0,,0,The Plant Dao USD,2.9e-06,-0.0,SPROUT-USD,52,241,52,52,-0.8604037050574838,USD,0.0,1.3753424657534246,3.000000106112566e-06,-2.2522397544045756,-0.050843727789495224,0.17578292803152526,44.297297863944365
5259,+0.01%,,1e-06,0,,0,ABCC Token USD,0.006304,-0.0,AT-USD,15,242,15,15,-0.17950329556341227,USD,0.0,4.865753424657535,0.1198982298374176,-0.13659462196619898,-0.0016351695319295758,0.3314898792297609,83.53544956589975
5260,-4.78%,,-0.0,0,,0,Derp USD,0.0,,DERP-USD,1770,243,1770,1770,,USD,0.0,0.16712328767123288,0.0,,,,
5261,0.00%,,0.0,0,,0,Easticoin USD,0.000218,,ESTI-USD,0,244,0,0,-0.9013284487224729,USD,0.0,2.7945205479452055,0.0002182561729568988,,,,
5262,+0.01%,,7e-06,0,,0,JERITEX USD,0.048032,-0.0,JRIT-USD,96071,245,96071,96071,-0.8526584417620023,USD,0.0,1.8547945205479452,0.04799928888678551,-1.3221382718368642,-0.06761482991244902,0.07759511412793034,19.553968760238444
5263,+1.75%,,0.000383,0,,0,Carbon browser USD,0.022282,-0.0,CSIX-USD,1.17M,246,1.17M,1.17M,-0.9943305567967201,USD,0.0,0.5397260273972603,0.01640266366302967,-3.571264165394902,-0.12800336554416256,0.11071336394762316,27.899767714801037
5264,-3.64%,,-0.0,0,,0,Energy8 USD,0.0,,E8-USD,67,247,67,67,inf,USD,0.0,1.8383561643835618,1.4744615528528016e-09,,,,
5265,"+1,276.59%",,5.1e-05,0,,0,MobieCoin USD,5.5e-05,-0.0,MBX-USD,295,248,295,295,-0.8239474573528919,USD,0.0,2.835616438356164,3.5000000934815034e-05,-1.1992250500381483,-0.018823808043846972,0.25280907840531164,63.70788775813853
5266,-2.57%,,-0.0,0,,0,Tate CEO USD,0.0,,TATECEO-USD,560,249,560,560,,USD,0.0,0.24383561643835616,0.0,,,,
5267,-0.29%,,-7e-06,0,,0,SUPA Foundation USD,0.00261,-0.0,SUPA-USD,195,0,195,195,-0.9703265736326289,USD,0.0,1.4958904109589042,0.0006459999713115394,-2.428522873796953,-0.1598324721098508,0.060294353229529654,15.194177013841474
5268,+0.72%,,0.000666,0,,0,Venus Filecoin USD,0.093017,-0.0,VFIL-USD,111915,1,111915,111915,-0.5404090162532499,USD,0.0,1.7506849315068493,0.11125499755144119,-0.5595035517849326,-0.029920376068925017,0.07420535706196148,18.699749979614293
5269,-8.57%,,-0.0,0,,0,AquaGoat.Finance USD,0.0,,AQUAGOAT-USD,1045,2,1045,1045,inf,USD,0.0,1.9315068493150684,2.6428975674619437e-10,inf,,,
5270,+23.51%,,0.0,0,,0,Catverse USD,0.0,,CATVERSE-USD,2,3,2,2,,USD,0.0,0.663013698630137,0.0,,,,
5271,-8.56%,,-1e-06,0,,0,GM Wagmi USD,1e-05,-0.0,GM14271-USD,1.421M,4,1.421M,1.421M,-0.9234978771182981,USD,0.0,1.810958904109589,7.573412858619122e-06,-1.774657727914139,-0.06212666829862728,0.11335377807863964,28.56515207581719
5272,-2.72%,,-0.001568,0,,0,Atlas Navi USD,0.056112,-0.0,NAVI22892-USD,11594,5,11594,11594,-0.7725085347380822,USD,0.0,0.7424657534246575,0.021469663828611374,-1.0222518473151339,-0.04955392517921173,0.0818614254066192,20.629079202468038
5273,-0.48%,,-2.9e-05,0,,0,ALLPAYCOIN USD,0.006094,-0.0,APCG-USD,39849,6,39849,39849,-0.9819284612230654,USD,0.0,1.0520547945205478,0.0042299372144043446,-2.7709070943373666,-0.07370906678462795,0.14917653353142815,37.592486449919896
5274,+1.17%,,0.008033,0,,0,Egg N Partners USD,0.693887,-0.0,EGGT-USD,347159,7,347159,347159,-0.05708007937575488,USD,0.0,0.936986301369863,0.6021711230278015,-0.04057815829949469,-0.0028985220895552024,0.05555397982877466,13.999602916851215
5275,0.00%,,0.0,0,,0,Navigator DAO USD,4.68e-06,-0.0,NTTC-USD,0,8,0,0,-0.9609781239438163,USD,0.0,1.8493150684931507,6.913693596288795e-06,-2.239439677067855,-0.06419789903856628,0.13842610923842416,34.88337952808289
5276,+1.77%,,8.4e-05,0,,0,Puff USD,0.004833,-0.0,PUFF-USD,845,9,845,845,-0.9314402050797022,USD,0.0,1.6246575342465754,0.002767077414318919,-1.8503351971978184,-0.06821168280221783,0.10764431673926529,27.126367818294852
5277,-0.37%,,-0.0,0,,0,xMooney USD,3.1e-05,,XM-USD,66,10,66,66,-0.9800662629910681,USD,0.0,1.4657534246575343,8.206472443816892e-07,,,,
5278,-0.56%,,-0.0,0,,0,Safemoon Zilla USD,0.0,,SFZ-USD,7,11,7,7,,USD,0.0,1.5671232876712329,0.0,,,,
5279,+0.65%,,0.0,0,,0,Milo Inu USD,1e-08,,MILO-USD,245077,12,245077,245077,inf,USD,0.0,1.526027397260274,4.090916938537248e-09,inf,,,
5280,0.00%,,0.0,0,,0,PicaArtMoney USD,4.2e-05,-0.0,PICA-USD,12384,13,12384,12384,-0.9253046420737029,USD,0.0,2.5452054794520547,6.0999998822808266e-05,-1.8550575710227544,-0.06084247727964477,0.12099013545612802,30.48951413494426
5281,-1.46%,,-0.002522,0,,0,bloXmove Token USD,0.170063,-0.0,BLXM-USD,114778,14,114778,114778,-0.8818304031501396,USD,0.0,1.8657534246575342,0.07199893146753311,-1.4744654111973936,-0.0763498881642209,0.07663473201758006,19.311952468430174
5282,+0.01%,,1e-06,0,,0,MetaTariff USD,0.010007,-0.0,RIFF-USD,5,15,5,5,-0.20018862406921345,USD,0.0,1.1863013698630136,0.10000500082969666,-0.15422355758549983,-0.0009887032427675342,0.6189908335627845,155.9856900578217
5283,+0.52%,,0.0,0,,0,Moonlana USD,3.3e-05,-0.0,MOLA-USD,198,16,198,198,-0.6187562419542505,USD,0.0,2.1424657534246574,1.7863243556348607e-05,-0.6657745576176923,-0.022770166936261223,0.11602736763522115,29.23889664407573
5284,-0.29%,,-5.6e-05,0,,0,ITAM Games USD,0.019256,0.0,ITAM-USD,41,17,41,41,0.025635427426083934,USD,0.0,3.0657534246575344,0.012585736811161041,0.01747592363527704,0.0005570637708253972,0.12449006190411142,31.371495599836077
5285,-0.33%,,-0.0037,0,,0,VNX Swiss Franc USD,1.1166,0.0,VCHF-USD,248920,18,248920,248920,0.10516388968878987,USD,0.0,0.43561643835616437,1.132814884185791,0.06903670517521833,0.05241008104770482,0.00522714664412328,1.3172409543190666
5286,+1.63%,,8.3e-05,0,,0,Melody USD,0.005164,-0.0,SGS-USD,323,19,323,323,-0.999638854217696,USD,0.0,0.7534246575342466,0.0035510000307112932,-5.472355262238298,-0.17354532544600176,0.12512982086532431,31.532714858061727
5287,-1.19%,,-0.000806,0,,0,Sector Finance USD,0.067036,-0.0,SECT-USD,2398,20,2398,2398,-0.9875129207685394,USD,0.0,0.41643835616438357,0.027101140469312668,-3.0261132310955556,-0.27323881594151483,0.0439483160410529,11.074975642345331
5288,+0.18%,,0.0022,0,,0,poundtoken USD,1.2529,0.0,GBPT-USD,15018,21,15018,15018,0.01971071767565502,USD,0.0,1.104109589041096,1.2446720600128174,0.013476115592404955,0.0007196598386380598,0.07430823050708721,18.725674087785976
5289,+23.13%,,0.00517,0,,0,Wrapped Harmony USD,0.027516,-0.0,WONE-USD,56927,22,56927,56927,-0.7319434866466287,USD,0.0,1.9917808219178081,0.0094555439427495,-0.9089656914929385,-0.019782640193934508,0.18233191712092597,45.947643114473344
5290,+6.07%,,0.0965,0,,0,Metavault Trade USD,1.6863,0.0,MVX-USD,65762,23,65762,65762,0.08639851144047683,USD,0.0,1.3287671232876712,1.1385016441345215,0.05721304966179908,0.0034193456754655787,0.06639747276368374,16.732163136448303
5291,-4.73%,,-1.5e-07,0,,0,GoldMiner USD,3.09e-06,-0.0,GM12967-USD,11769,24,11769,11769,-0.9573542028946403,USD,0.0,1.7972602739726027,1.6721403426345205e-06,-2.178126826141731,-0.04691657445047439,0.184228292931347,46.42552981869944
5292,-0.09%,,-0.002,0,,0,Gyro USD,2.3193,-0.0,GYRO-USD,217,25,217,217,-0.9564845934967753,USD,0.0,1.8876712328767122,1.7819995880126953,-2.1641899677758043,-0.14921733728112266,0.05755400534659072,14.503609347340861
5293,+349.56%,,6.99e-06,0,,0,La Casa De Papel USD,9e-06,-0.0,LCDP-USD,18,26,18,18,-0.9717430079856288,USD,0.0,1.5178082191780822,9.000000318337698e-06,-2.4667441559969903,-0.03496237326463097,0.27997719753209277,70.55425377808737
5294,-7.93%,,-3e-06,0,,0,The PEPE USD,3.3e-05,-0.0,THEPEPE-USD,372,27,372,372,-0.9999999980473262,USD,0.0,0.18356164383561643,1.2999999853491317e-05,-13.84554709668031,-0.3266186108569235,0.16821652343967833,42.39056390679894
5295,-0.62%,,-4.3e-05,0,,0,XTblock USD,0.00676,-0.0,XTT-B20-USD,134,28,134,134,-0.920213140763066,USD,0.0,1.9479452054794522,0.003681925358250737,-1.7555089047147063,-0.14797764212000547,0.047076741307918966,11.863338809595579
5296,-1.45%,,-3.8e-05,0,,0,Xrp Classic (new) USD,0.002609,-0.0,XRPC24527-USD,64038,29,64038,64038,-0.9745109667711854,USD,0.0,0.37534246575342467,0.001037769834510982,-2.5334678388305885,-0.07170191121144667,0.14021165733275923,35.33333764785532
5297,+0.09%,,0.000125,0,,0,Veno Finance USD,0.142384,-0.0,VNO-USD,51102,30,51102,51102,-0.9083165628890653,USD,0.0,0.6191780821917808,0.09688065201044083,-1.649677290895386,-0.12443997312344902,0.05260639561083691,13.256811693930901
5298,-14.55%,,-5e-08,0,,0,Salty Coin USD,2.8e-07,,SALTY-USD,3892,31,3892,3892,-1.0,USD,0.0,0.1178082191780822,0.0,-inf,,,
5299,-3.14%,,-0.000154,0,,0,Treat DAO [new] USD,0.004753,-0.0,TREAT12820-USD,706,32,706,706,-0.697753045865761,USD,0.0,1.873972602739726,0.005470408126711845,-0.8260842149170121,-0.025609319498504503,0.12800464940694062,32.25717165054903
5300,+19.62%,,5.6e-07,0,,0,Ashera USD,3.44e-06,-0.0,ASH13205-USD,0,33,0,0,-0.9635935346975727,USD,0.0,1.6,1.9999999949504854e-06,-2.3191062313391937,-0.03442228065233867,0.26735016770857156,67.37224226256004
5301,-3.34%,,-2.5e-07,0,,0,xShare USD,7.19e-06,-0.0,XSHARE-USD,1,34,1,1,-0.9999852827685755,USD,0.0,0.6465753424657534,7.000000096013537e-06,-7.681851696768845,-0.06216156463710135,0.49039207196929596,123.57880213626258
5302,-12.43%,,-6e-06,0,,0,AssangeDAO USD,4.1e-05,-0.0,JUSTICE-USD,59364,35,59364,59364,-0.9528916048858002,USD,0.0,1.5643835616438355,2.4171722543542273e-05,-2.1094154014076154,-0.0781048301527929,0.10717257845585987,27.00748977087669
5303,-0.91%,,-16.57,0,,0,StakeWise USD,1810.46,0.0,RETH2-USD,1152,36,1152,1152,0.062451651118987206,USD,0.0,1.126027397260274,1621.3870849609375,0.0443037720475012,0.005344896355128943,0.03289280232111715,8.288986184921523
5304,-1.41%,,-0.0,0,,0,Potato USD,2e-08,,POTATO-USD,160,37,160,160,-0.9420418138909845,USD,0.0,1.9808219178082191,3.5477307758213783e-09,,,,
5305,-0.26%,,-7e-06,0,,0,Avoteo USD,0.002771,-0.0,AVO22229-USD,27,38,27,27,-0.9824983100723699,USD,0.0,0.8794520547945206,0.0006856975378468633,-2.7930284233597336,-0.14811098474951614,0.07483203317557845,18.85767236024577
5306,+0.01%,,4.6e-05,0,,0,Green Climate World USD,0.323213,-0.0,WGC-USD,28,39,28,28,-0.844769921816458,USD,0.0,2.0246575342465754,0.03279951587319374,-1.2861299057394415,-0.028266724502328738,0.18055470494008516,45.49978564490146
5307,-3.07%,,-0.0443,0,,0,Echelon Prime USD,1.3983,-3439516.895121861,PRIME23711-USD,676602,40,676602,676602,-0.6742962864076274,USD,79846632.0,0.5095890410958904,3.087394952774048,-0.7744803439752437,-0.043076543230049585,0.07134589890143608,17.979166523161894
5308,-5.70%,,-0.000443,0,,0,Old Bitcoin USD,0.00732,-0.0,BC23137-USD,41278,41,41278,41278,-0.9969958552808891,USD,0.0,0.663013698630137,0.0037815733812749386,-4.0097427874911755,-0.10219421939205718,0.15570036957859756,39.23649313380658
5309,+0.16%,,0.0,0,,0,ChikinCoin USD,4.6e-05,-0.0,CKC-USD,47,42,47,47,-0.812982346719934,USD,0.0,1.3972602739726028,4.496518158703111e-05,-1.157510056252139,-0.08002569967703967,0.05739773463466881,14.46422912793654
5310,-8.62%,,-0.0,0,,0,Metamorphosis AI USD,0.0,,MAI24589-USD,148,43,148,148,,USD,0.0,0.3232876712328767,0.0,,,,
5311,-1.08%,,-6e-06,0,,0,Starchi USD,0.000555,,ELIXIR-USD,101900,44,101900,101900,-0.9803672912500234,USD,0.0,1.7726027397260273,0.00023217668058350682,,,,
5312,+2.16%,,3.1e-05,0,,0,Artem Coin USD,0.001479,-0.0,ARTEM-USD,23149,45,23149,23149,-0.9139475031385185,USD,0.0,1.643835616438356,0.001199982245452702,-1.6934384399077096,-0.1864510970312695,0.03604158900728042,9.082480429834666
5313,+11.78%,,0.010149,0,,0,Jelly eSports USD,0.096267,-0.0,JELLY23071-USD,27909,46,27909,27909,-0.9470266395866935,USD,0.0,0.6301369863013698,0.05938921123743057,-2.028404009936926,-0.08731954502107234,0.0921812208218904,23.22966764711638
5314,-0.53%,,-0.0088,0,,0,Jones DAO USD,1.6592,-0.0,JONES-USD,341530,47,341530,341530,-0.845129092184789,USD,0.0,1.5890410958904109,0.846463680267334,-1.2877292251901555,-0.05373259668326109,0.09510124064950194,23.96551264367449
5315,-0.47%,,-0.0,0,,0,Secured MoonRat Token USD,0.0,,SMRAT-USD,668,48,668,668,inf,USD,0.0,2.3753424657534246,5.465355945588612e-10,inf,,,
5316,-0.40%,,-0.0,0,,0,ZOMBIE SKRAT USD,0.0,,ZSKRAT-USD,29,49,29,29,inf,USD,0.0,0.915068493150685,4.560047543560042e-13,inf,,,
5317,+12.34%,,9e-05,0,,0,Mercurial Finance USD,0.000821,-0.0,MER9549-USD,14111,50,14111,14111,-0.9781923092799408,USD,0.0,2.2849315068493152,0.00022599665680900216,-2.6411620046342534,-0.07798194898315725,0.13440035472767106,33.86888939137311
5318,-0.16%,,-0.0023,0,,0,BigShortBets USD,1.4848,0.0,BIGSB-USD,3308,51,3308,3308,0.19419829376018094,USD,0.0,1.9287671232876713,1.046358585357666,0.12253073764955251,0.015666292866107826,0.031036894948059505,7.821297526910995
5319,+22.74%,,0.000501,0,,0,Netcoincapital USD,0.002702,-0.0,NCC14811-USD,0,52,0,0,-0.8728396871720024,USD,0.0,1.3643835616438356,0.003599999938160181,-1.4238391344465566,-0.030500471048822073,0.18524813227896206,46.68252933429844
5320,-15.74%,,-0.000141,0,,0,GoldeFy USD,0.000753,-0.0,GOD18949-USD,758,53,758,758,-0.964333106538336,USD,0.0,1.452054794520548,0.001086936448700726,-2.3015072831959444,-0.04594593969553323,0.1987763330128517,50.09163591923863
5321,-1.60%,,-1e-05,0,,0,FoxFinanceV2 USD,0.000606,,FOXV2-USD,36425,54,36425,36425,inf,USD,0.0,1.1287671232876713,0.00020582259458024055,inf,,,
5322,-0.05%,,-0.0,0,,0,Nomadland USD,1e-08,,NOMAD-USD,0,55,0,0,-0.9999982705097206,USD,0.0,1.3397260273972602,1.67750680013512e-09,,,,
5323,-0.54%,,-0.0,0,,0,Sucrecoin USD,8.2e-05,-0.0,XSR-USD,0,56,0,0,-0.8587655386866349,USD,0.0,1.9534246575342467,5.183078974368982e-05,-1.3513647909555975,-0.015832786832371708,0.33869960803766774,85.35230122549227
5324,-8.69%,,-5.7e-07,0,,0,Moon Rabbit USD,5.98e-06,-0.0,AAA11392-USD,96959,57,96959,96959,-0.9686267853931279,USD,0.0,2.021917808219178,2.423226305836579e-06,-2.3900652016537425,-0.07688916450892773,0.12335139523784182,31.084551599936137
5325,-0.85%,,-3e-06,0,,0,Yieldzilla USD,0.000385,-0.0,YDZ-USD,53,58,53,53,-0.999862155862095,USD,0.0,1.2273972602739727,0.0002690000110305846,-6.137330165851932,-0.4977574349612725,0.048928419897980205,12.329961814291012
5326,+0.01%,,0.0,0,,0,Booby Trap USD,6.5e-05,-0.0,BBT18318-USD,76923,59,76923,76923,-0.47318744933765977,USD,0.0,1.4054794520547946,6.500000017695129e-05,-0.4424916225597317,-0.019153950476528316,0.09167399379535493,23.101846436429444
5327,-1.50%,,-0.16,0,,0,Virtu USD,10.49,-0.0,VTU-USD,10,60,10,10,-0.15861077742713947,USD,0.0,0.44931506849315067,16.696134567260742,-0.11923460559218797,-0.0054212326154900225,0.08727778908480367,21.994002849370524
5328,-0.26%,,-0.000323,0,,0,Derify Protocol USD,0.123304,-0.0,DRF19025-USD,13,61,13,13,-0.8385924647386781,USD,0.0,1.4219178082191781,0.04709005728363991,-1.2591872740149783,-0.056501165726801555,0.08843666909538814,22.286040612037812
5329,-0.90%,,-1.2e-05,0,,0,Polkaswap USD,0.001277,,PSWAP-USD,19529,62,19529,19529,-0.951809605762615,USD,0.0,2.3068493150684932,0.0006529056117869914,,,,
5330,-0.67%,,-0.0,0,,0,The Moon Shiba USD,0.0,,MOONSHIB-USD,3,63,3,3,inf,USD,0.0,1.789041095890411,1.8777725176914815e-15,inf,,,
5331,+0.45%,,0.000499,0,,0,Carrieverse USD,0.112354,-122926.2192562978,CVTX-USD,2.687M,64,2.687M,2.687M,-0.8324529774070197,USD,2407675.0,0.589041095890411,0.03386960178613663,-1.2334131267795787,-0.05105598523733386,0.09586528419905169,24.158051618161025
5332,+0.53%,,0.000974,0,,0,Sovi Finance USD,0.18507,-0.0,SOVI-USD,181,65,181,181,-0.8154152720366526,USD,0.0,2.4876712328767123,0.1567918062210083,-1.1665505919780141,-0.05980132274370463,0.07740914085839497,19.507103496315533
5333,-1.49%,,-0.00241,0,,0,Damex Token USD,0.159845,-0.0,DAMEX-USD,28099,66,28099,28099,-0.9962802199150452,USD,0.0,0.36164383561643837,0.02257068082690239,-3.862221544676262,-0.17383657111976147,0.08816485433539065,22.217543292518442
5334,-42.18%,,-0.0,0,,0,Pepe Girl USD,0.0,,PEPEG-USD,39025,67,39025,39025,inf,USD,0.0,0.3726027397260274,1.278481071009807e-10,inf,,,
